Node ID;X;Y
0;1663.123985222893;346.5643071243576
1;1174.7637488617388;211.03484669298234
2;995.8044302185442;1977.2618884996705
3;482.91226018675013;608.475249911359
4;1565.7025294405212;1054.6047585173553
5;1145.6894786214211;979.2997499485174
6;1311.5226653456841;1054.7737133707117
7;628.6367286059855;1532.8389792380751
8;1576.97280874206;28.22160737275059
9;572.8092867089842;1087.093156768183
10;969.2629092264189;1834.8025760634596
11;1126.1137650866026;989.3326455467806
12;1488.6274393923325;413.1405965862951
13;1960.0822325077313;1758.680860474352
14;1984.2337971306868;1948.1592611768563
15;1862.5025479922547;950.1978497194148
16;1656.7917008842385;479.92365495864254
17;1221.7075812362855;1276.4113683654512
18;504.5486590841597;919.6048636277895
19;690.1627203719172;390.95041906644326
20;82.50355483249305;467.2959544234958
21;1812.7778221853237;1931.4197290981358
22;466.31074326946396;1185.3083872380469
23;1288.717776722641;1373.9442744644186
24;1018.7082854400558;97.06305541700911
25;1312.726243695259;1316.224772300536
26;451.34266770431685;525.3867150280456
27;1096.3246051699111;4.182426636598846
28;108.40968810557072;284.64253687146754
29;1865.2305481824756;1832.1446571507722
30;1322.7823472932985;624.166746197877
31;1479.938838382675;1428.5904589844
32;1980.3271874114857;703.7155098222629
33;182.80966363091312;1436.1747789964136
34;1924.7177871696076;213.05510208023048
35;454.6861439108443;164.83210286602136
36;1824.8826134728204;883.9979952395431
37;1249.9873324102837;250.97715511446373
38;802.2647339870257;1843.567959383176
39;1326.1074786767208;1946.8018749742348
40;1031.335013215206;93.97997438857075
41;273.85184784194763;378.77194326233246
42;1446.2178477160774;874.5856312964753
43;563.9913132227408;1127.7264591374985
44;1286.0431074675082;704.5457729286213
45;1937.0461083174941;1530.4257539462124
46;1906.3538380510256;416.7226327902864
47;899.6548192054057;1126.0056411217097
48;816.9854134186944;1425.1626018355144
49;1711.167393012025;1063.3553870150654
50;1798.2375915608854;1619.6607529218786
51;414.7422124965168;1370.1892906117132
52;741.4899129947277;515.9511290709422
53;1331.9128397685877;835.4610094612216
54;926.0952674138576;1778.5286262353748
55;1316.016287145404;1922.2329230898868
56;89.04092893815063;149.14658788205503
57;855.3377925233602;1789.4649353054167
58;732.8962423312613;1263.0434378911264
59;943.6756039736582;1724.2768959069908
60;1271.8019296336365;1840.423172330082
